0.663875,0.992080,0.931444,0.234732,0.009099,0.434977,0.024389,0.914825,0.664708,0.423193,0.336059
0.613644,0.772325,0.830178,0.339317,0.716975,0.458841,0.309685,0.941574,0.283090,0.945492,0.403705
0.697490,0.972407,0.541852,0.442931,0.361933,0.767668,0.795788,0.113529,0.754579,0.204129,0.194309
0.893093,0.212348,0.080862,0.435137,0.768549,0.334392,0.140584,0.142347,0.195410,0.661411,0.009755
0.602509,0.933535,0.929283,0.997499,0.093191,0.906188,0.096604,0.232011,0.434345,0.571874,0.858890
0.460482,0.271128,0.932502,0.090934,0.227440,0.844867,0.391114,0.753988,0.315564,0.389900,0.761099
0.418474,0.814365,0.041531,0.988845,0.838583,0.008268,0.166055,0.324875,0.719589,0.741605,0.886636
0.984064,0.187169,0.411304,0.869478,0.751329,0.667694,0.776444,0.573471,0.404530,0.308963,0.904675
0.743150,0.422923,0.132905,0.505004,0.107735,0.686866,0.016245,0.702006,0.555234,0.467903,0.626747
0.232896,0.448340,0.842931,0.277236,0.679385,0.315907,0.959527,0.141730,0.541073,0.614338,0.718145
0.770830,0.429711,0.400884,0.709078,0.478824,0.521073,0.608824,0.974049,0.324442,0.778430,0.729656
0.433447,0.302299,0.455765,0.359375,0.168355,0.872201,0.733070,0.257619,0.773052,0.561588,0.499735
0.872589,0.285574,0.374593,0.871516,0.050047,0.768328,0.077744,0.072836,0.699898,0.940667,0.039645
0.589627,0.794572,0.560000,0.614980,0.558383,0.362303,0.698286,0.485522,0.280822,0.231602,0.417308
0.382173,0.323186,0.914907,0.377342,0.132580,0.808808,0.787233,0.604626,0.835915,0.701508,0.333658
0.479499,0.477482,0.161843,0.294739,0.952651,0.300740,0.239057,0.481006,0.480422,0.757313,0.787870
0.393669,0.845276,0.894455,0.929923,0.169871,0.623024,0.880360,0.564818,0.806619,0.656833,0.906292
0.084610,0.068302,0.529711,0.877009,0.670536,0.627043,0.659607,0.285547,0.159611,0.144215,0.768763
0.223237,0.223823,0.353734,0.356627,0.292381,0.128084,0.944017,0.991576,0.867369,0.190369,0.855208
0.661989,0.738616,0.393146,0.964541,0.054874,0.994950,0.963670,0.175461,0.986367,0.483235,0.474246
0.222194,0.579839,0.917438,0.397228,0.080988,0.258605,0.977228,0.212975,0.788287,0.402607,0.790753
0.158806,0.014201,0.999581,0.135838,0.897218,0.255430,0.385409,0.473048,0.073000,0.812723,0.031546
0.428542,0.316045,0.429799,0.947493,0.702474,0.313768,0.852895,0.823316,0.317777,0.169242,0.619236
0.500496,0.354844,0.860057,0.955898,0.443256,0.079432,0.738044,0.233915,0.816608,0.085320,0.910015
0.185857,0.933540,0.745112,0.233290,0.807657,0.222079,0.468049,0.934419,0.568300,0.144001,0.248496
0.175682,0.140842,0.153698,0.954559,0.759654,0.685986,0.550925,0.554728,0.381709,0.111482,0.236673
0.447107,0.041982,0.032000,0.437518,0.704710,0.568420,0.878541,0.513228,0.418251,0.090761,0.968884
0.636339,0.683871,0.939974,0.636761,0.609405,0.084007,0.369175,0.787216,0.823917,0.686379,0.476366
0.423217,0.264049,0.655306,0.368801,0.521108,0.836919,0.850199,0.861369,0.226410,0.929247,0.856176
0.553576,0.695044,0.987071,0.033827,0.912783,0.054240,0.094731,0.668423,0.925979,0.169811,0.653466
0.977442,0.618403,0.870023,0.352490,0.372589,0.431087,0.436554,0.548458,0.184368,0.930744,0.144561
0.407962,0.220909,0.400936,0.770642,0.558763,0.289570,0.998271,0.577236,0.946704,0.104077,0.856242
0.326058,0.015918,0.902150,0.873608,0.838620,0.060229,0.973006,0.985774,0.722634,0.125464,0.558234
0.350312,0.717532,0.824451,0.851624,0.980263,0.766941,0.511632,0.560082,0.262660,0.425409,0.649463
0.191754,0.302575,0.993185,0.154530,0.907196,0.773774,0.815227,0.255617,0.937929,0.220678,0.081827
0.273771,0.499290,0.138378,0.764136,0.204578,0.122391,0.350342,0.117019,0.317577,0.074766,0.593645
0.272665,0.109609,0.885273,0.392144,0.498971,0.315822,0.896634,0.827521,0.831684,0.460625,0.418865
0.281737,0.062684,0.029925,0.713458,0.722077,0.230418,0.390847,0.058211,0.969518,0.057133,0.230613
0.718149,0.150732,0.803408,0.013339,0.597142,0.977020,0.463195,0.188452,0.656401,0.100218,0.787407
0.976807,0.573575,0.732170,0.792651,0.618046,0.002505,0.466142,0.003546,0.096033,0.895835,0.277988
0.283702,0.862047,0.272230,0.078416,0.517612,0.128573,0.137133,0.664807,0.420193,0.777817,0.532294
0.725371,0.105969,0.319009,0.555509,0.512199,0.044036,0.703833,0.346950,0.456103,0.679196,0.531515
0.752716,0.155034,0.442707,0.873992,0.744114,0.701893,0.407952,0.163477,0.804752,0.250150,0.773640
0.574299,0.101118,0.748664,0.750754,0.273005,0.878536,0.704321,0.024903,0.758049,0.765652,0.648421
0.445397,0.448237,0.426432,0.723351,0.519052,0.016711,0.131797,0.001056,0.641903,0.458468,0.222825
0.781803,0.885494,0.979534,0.915917,0.494991,0.609855,0.470465,0.862089,0.116023,0.078772,0.079320
0.165665,0.494123,0.780136,0.510881,0.722556,0.404928,0.053419,0.964074,0.667948,0.914326,0.399615
0.676114,0.327953,0.778143,0.483569,0.810345,0.962127,0.011568,0.281026,0.549828,0.857638,0.582020
0.263517,0.198924,0.144260,0.751959,0.927136,0.540274,0.065364,0.253583,0.983590,0.485508,0.596317
0.086571,0.174637,0.409523,0.247086,0.904613,0.745470,0.838998,0.375838,0.769840,0.379958,0.757666
0.780451,0.909288,0.011451,0.102539,0.785657,0.415982,0.734691,0.212539,0.053163,0.925431,0.676377
0.498177,0.193138,0.598564,0.571680,0.102429,0.016375,0.789524,0.072130,0.495449,0.050126,0.258907
0.064556,0.197985,0.170061,0.159999,0.713523,0.919213,0.446692,0.459671,0.252365,0.822936,0.468812
0.871355,0.728184,0.861428,0.735697,0.515896,0.597047,0.766789,0.785088,0.423410,0.879076,0.206612
0.983081,0.757126,0.258093,0.837009,0.961417,0.269367,0.169694,0.271125,0.297290,0.838445,0.747038
0.829255,0.043060,0.097795,0.132488,0.654002,0.668780,0.636582,0.809424,0.382524,0.452646,0.725748
0.919416,0.976300,0.981621,0.321140,0.617096,0.308562,0.430750,0.340713,0.867086,0.845794,0.841296
0.426737,0.637423,0.168422,0.070876,0.753325,0.178345,0.709675,0.897086,0.475838,0.595206,0.171663
0.466554,0.229516,0.340349,0.706161,0.015248,0.290353,0.554659,0.394273,0.794206,0.316717,0.537258
0.762278,0.793837,0.457436,0.703458,0.149831,0.885273,0.145928,0.631817,0.190551,0.571703,0.511790
0.971137,0.864574,0.842387,0.389444,0.384244,0.704143,0.924073,0.300377,0.408184,0.008537,0.574786
0.729739,0.477594,0.497679,0.149740,0.448079,0.384749,0.250467,0.157453,0.451632,0.764122,0.490676
0.174266,0.788765,0.161371,0.464987,0.079774,0.046879,0.210025,0.897570,0.734077,0.492217,0.388571
0.754943,0.868413,0.888380,0.616051,0.744386,0.922460,0.223675,0.898272,0.662433,0.285592,0.497666
0.197319,0.220414,0.151066,0.508041,0.830543,0.480424,0.684845,0.602709,0.277944,0.944432,0.030159
0.756873,0.431293,0.508270,0.661369,0.250741,0.239649,0.706088,0.808053,0.734031,0.412814,0.239126
0.458935,0.539919,0.824996,0.702584,0.489632,0.148448,0.943737,0.127398,0.630703,0.221165,0.534867
0.040142,0.452262,0.213317,0.010055,0.345062,0.478385,0.174885,0.548962,0.342139,0.047743,0.280682
0.365469,0.977978,0.125723,0.763599,0.349667,0.427804,0.467519,0.583390,0.088026,0.965028,0.807997
0.568953,0.795047,0.691850,0.421788,0.005552,0.933393,0.061115,0.902005,0.425723,0.769168,0.726116
0.506244,0.430083,0.681240,0.870515,0.743893,0.457969,0.580579,0.925957,0.001842,0.514078,0.749405
0.691997,0.491101,0.494466,0.297337,0.271609,0.062664,0.940367,0.268257,0.189958,0.936690,0.137542
